Profit,Entry Name,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31
0,R1 Buy,1422.6,1421.7,1422.5,1421.7,9,1423.15,1422.7,1422.7,1422.7,1422.7,2,1423.5,1423.3,1422.4,1423.3,1423,16,1422.9,0,2.3,37.9403794,-12.12121212,0.818724834,1,17.27046724,0.185274725,0,47.83822774,1,0.304,1007,17.27046724,0.064516129,1,57.60400529,70,1,40.37621367,134500,0,48.88843031,-56.09756098,0.957983193,1,1.800614335,0.281545918,1,21.16834222,Thursday
1,R1 Buy,1421.5,1419.6,1420.9,1421.3,132,1421.475,1421.7,1420.4,1420.7,1421.2,144,1421.675,1421.4,1417.2,1417.6,1420.8,714,1422.225,1,-1.3,-28.63002375,-62.3501199,1.680566323,0,31.20056953,-0.332307692,1,45.49081918,1,-0.218,-4424,31.20056953,-0.638297872,1,35.18882168,30,1,53.15624058,173000,1,36.18856998,-45.33333333,0.872131148,0,-9.245810956,0.601789547,0,40.72336744,Monday
0,R1 Sell,1424,1423.1,1423.3,1423.8,71,1422.725,1423.4,1423.1,1423.3,1423.4,60,1422.6,1423.4,1422.5,1422.5,1423.2,40,1422.275,1,-0.2,45.86744639,54.20991926,0.593167588,1,15.76039442,-0.060879121,0,57.8303427,1,0.205,-3444,15.76039442,-0.142857143,0,61.78981184,10,0,40.25091204,153000,0,60.42224367,-14.28571429,0.87654321,1,22.70928072,0.976934934,0,19.98612721,Tuesday
0,R1 Sell,1411.4,1411,1411.4,1411,7,1410.875,1412.7,1411.4,1411.5,1412.7,8,1410.875,1412.4,1411.6,1411.8,1412,12,1412.25,0,-2.4,-0.695734754,-103.6,1.087598507,1,30.00588123,-0.244835165,1,37.99954001,1,-0.335,-1327,30.00588123,-0.46835443,1,63.94185201,20,0,39.98631769,113000,1,42.78483414,-72.72727273,0.696202532,0,-22.50754723,0.147154559,1,31.80779907,Wednesday
1,R1 Sell,1411.5,1410.5,1411.4,1411,31,1410.775,1412.3,1411.4,1412.1,1411.5,20,1411,1412.7,1410.7,1410.7,1411.9,34,1410.75,1,-0.7,11.73455728,1.857379768,1.190213087,1,30.90512834,-0.024615385,1,44.74126933,1,-0.241,-1380,30.90512834,-0.314285714,0,48.69452439,80,1,54.1776587,140000,0,50.40014099,-37.77777778,0.888297872,1,-2.413332552,0.741258909,0,28.26841809,Wednesday
0,R1 Sell,1411.7,1409.5,1410.3,1411.4,213,1407.95,1410.4,1409,1409.6,1410.4,127,1407.175,1409.7,1407.8,1408,1409.5,219,1409.8,1,2,31.43821443,39.32914046,1.594642278,1,33.70576891,-0.096703297,0,51.24539287,1,0.022,-952,33.70576891,-0.271028037,0,43.82370084,20,0,45.93578145,153000,0,55.62076912,-18.05555556,1.012396694,0,3.057383155,1,0,34.51868579,Wednesday
0,R1 Sell,1411.2,1409.3,1410.2,1409.7,866,1409.375,1413.5,1410,1410.1,1410.1,848,1408.65,1412.1,1409.3,1409.4,1410.2,1024,1407.75,0,-2.2,-27.40924294,13.43150379,2.298489774,1,28.46158279,-0.008791209,1,47.15186124,1,-0.095,-3699,28.46158279,0.175438596,0,52.31035257,90,1,59.33968682,170000,0,55.04638484,-47.5,0.960835509,0,-1.785862411,0.802715237,0,28.07889501,Wednesday
0,R1 Sell,1404.4,1404.3,1404.3,1404.4,2,1403.775,1404.2,1403.8,1403.8,1404.2,7,1403.625,1403.8,1403.5,1403.6,1403.6,10,1404.025,1,-3.6,-28.79962415,-37.45265152,0.75847576,1,22.20985565,-0.22021978,0,39.44001244,1,-0.376,-4318,22.20985565,-0.3125,1,24.88520789,10,0,23.65065367,73000,1,34.59685886,-80,0.488095238,1,-28.66559943,0.65400291,1,22.8846597,Thursday
1,R1 Sell,1405.6,1405,1405.4,1405.6,17,1405.25,1405.5,1405.5,1405.5,1405.5,1,1405,1406,1405.8,1406,1405.8,13,1404.6,1,1.4,22.3145072,98.98989899,0.708880923,0,18.64219061,0.152747253,1,49.56108584,1,0.38,-4272,18.64219061,0.219512195,1,26.36379764,80,0,42.62619021,91500,0,39.51287686,-16,1.012987013,1,14.56682997,0.90446041,0,23.23391986,Thursday
0,R1 Sell,1404.4,1403.6,1403.6,1404.1,16,1403.5,1404.4,1403.7,1403.9,1404,12,1403.275,1404.1,1403.5,1403.9,1404.1,10,1402.825,1,-1.4,14.03009177,-5.147058824,0.720627013,1,22.83801243,-0.134065934,0,46.35285295,1,-0.563,-4351,22.83801243,-0.381818182,1,47.58245723,0,0,35.67973038,123000,0,48.9268852,-43.58974359,0.68,1,-2.458680748,0.792609399,0,26.06932383,Thursday
1,R1 Sell,1404.5,1403.7,1404,1404.1,151,1403.525,1404.3,1403.5,1403.9,1404,55,1403.25,1404.4,1403.4,1403.4,1404,38,1402.775,1,0.8,16.2465131,85.79970105,0.838253036,1,19.96885945,0.063296703,1,49.92559612,1,0.192,-4201,19.96885945,0.045454545,0,49.29584072,100,0,55.96283339,143000,0,51.8212039,-13.79310345,0.929133858,1,9.198542873,1,0,21.67023377,Thursday
0,R1 Sell,1381.5,1381.3,1381.3,1381.5,12,1380.875,1381.5,1381.5,1381.5,1381.5,2,1380.775,1381.5,1379.9,1379.9,1381.5,4,1379.925,1,-8.2,-43.63057909,-29.67054491,2.355303738,1,36.83045115,-0.580879121,0,36.80166591,0,-0.566,-15910,36.83045115,-0.54,1,33.72896661,0,1,31.05507017,14500,1,36.07361762,-72.34042553,0.640625,1,-20.24143016,0.644750952,0,38.74322567,Friday
1,R1 Sell,1380.5,1380.1,1380.1,1380.5,3,1379.475,1380.2,1379.6,1379.8,1380.2,6,1379.2,1379.8,1379.1,1379.1,1379.5,11,1379.55,1,2.1,17.71460247,8.084696824,1.540444079,1,37.95255074,-0.162197802,0,39.71234619,0,-0.058,-15890,37.95255074,-0.346938776,0,29.61085217,10,0,52.23271083,40000,1,43.79320243,-40.625,0.976377953,0,-12.33211082,1,0,38.16815934,Friday
0,R1 Sell,1379.4,1378.3,1378.7,1378.3,22,1378,1379,1378.2,1378.3,1378.5,16,1377.75,1378.8,1378,1378,1378.8,13,1377.375,1,-1.8,-25.93589896,41.91792295,1.092132623,1,21.12283785,-0.07054945,1,48.12130461,1,0.006,-15954,21.12283785,0.014925373,0,57.25928654,100,0,38.33190361,124500,0,60.9347954,-46.66666667,0.890909091,1,7.155283537,0.798997789,0,23.35649169,Friday
0,R1 Sell,1379.6,1378,1378,1378.9,44,1377.825,1377.9,1377.2,1377.7,1377.2,7,1378.675,1378.4,1377.8,1378.4,1377.8,18,1378.9,1,0.3,-19.86269456,99.74853311,1.129233007,1,18.8146116,0.145274725,0,52.30699673,1,0.347,-15935,18.8146116,0.433962264,0,54.10004764,100,0,51.24529862,133000,0,56.71215217,-15.55555556,0.82183908,0,5.81147058,1,0,20.12702971,Friday
0,R1 Buy,1392.2,1391.6,1392.1,1391.6,5,1391.85,1391.7,1391.6,1391.6,1391.7,3,1391.825,1391.9,1391.1,1391.4,1391.9,10,1391.95,0,0.3,18.29896907,-50.44283414,0.737484394,1,31.25248304,-0.075384615,0,58.46365769,0,-0.41,-14754,31.25248304,-0.583333333,0,70.98583054,10,1,41.02267636,81500,0,55.69804844,-76.19047619,1.14516129,1,-3.526830049,0,0,37.61099161,Monday
0,R1 Buy,1391.5,1391.3,1391.5,1391.3,15,1391.9,1391.8,1391.3,1391.8,1391.3,9,1391.95,1392.1,1391.5,1391.9,1392.1,5,1391.45,0,-1.4,-22.35576923,-89.0459364,0.69477158,0,27.73796943,-0.149010989,0,54.46456128,0,-0.436,-14758,27.73796943,-0.615384615,1,61.63227109,0,1,41.02267636,90000,0,49.92664787,-90.47619048,0.838709677,0,-11.24155847,0,0,34.37318339,Monday
1,R1 Buy,1393.1,1391.3,1392.2,1391.5,295,1393.975,1393.4,1391.8,1393.4,1392,120,1394.375,1394.7,1393,1394.3,1393.5,36,1393.45,0,-1.3,-26.54570537,-178.6163522,1.078592738,0,24.87006185,-0.05978022,0,41.91344849,1,-0.17,-14947,24.87006185,-0.450980392,1,53.8420566,80,1,56.49438894,153000,0,47.24306516,-94.11764706,0.854304636,0,-24.19059251,0,0,27.89283178,Monday
0,R1 Buy,1406.9,1406.4,1406.9,1406.4,33,1407.075,1407.2,1406.7,1407.1,1406.8,23,1407.35,1406.9,1406.3,1406.9,1406.5,11,1407.6,0,0.6,-35.87088274,-26.49717514,0.807275347,1,12.90651735,0.048571429,0,46.07148821,1,0.024,-8116,12.90651735,0.285714286,1,38.12597766,50,1,58.85997353,143000,0,42.73692402,-81.81818182,0.932692308,1,-6.566414622,0.313235525,1,17.87504513,Tuesday
